,Fiyat,İl,İlçe,İlan No,İlan Tarihi,Marka,Seri,Model,Yıl,Yakıt Tipi,Vites Tipi,Motor Hacmi,Motor Gücü,Kilometre,Boya-değişen,Kimden,Sağ Arka Çamurluk,Arka Kaput,Sol Arka Çamurluk,Sağ Arka Kapı,Sağ Ön Kapı,Tavan,Sol Arka Kapı,Sol Ön Kapı,Sağ Ön Çamurluk,Motor Kaputu,Sol Ön Çamurluk,Ön Tampon,Arka Tampon,URL
1005,36000,ANTALYA,KEPEZ,17514069,17 Mayıs 2021,Fiat,Uno,70 S,1999,LPG & Benzin,Düz,1372,71,230000,Belirtilmemiş,Galeriden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/galeriden-satilik-fiat-uno-70-s/fiatuno1-470slpgmasrafsizbakimlitutulanmodel/17514069
1006,48500,İZMİR,MENEMEN,17514037,17 Mayıs 2021,Fiat,Palio,1.4 EL,2000,LPG & Benzin,Düz,1368,77,243000,Belirtilmemiş,Galeriden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/galeriden-satilik-fiat-palio-1-4-el/2000-model-palio-1-4el-klima-hidr-drksyn-bakimli-aile-araci/17514037
1007,69900,İSTANBUL,AVCILAR,16790406,17 Mayıs 2021,Fiat,Panda,1.2 Dynamic,2004,Benzin,Düz,1242,60,102000,7 boyalı,Galeriden,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Orijinal,Orijinal,Orijinal,Orijinal,Boyanmış,Boyanmış,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-fiat-panda-1-2-dynamic/fiat-panda-1-2-2004-model-dynamic-sunroff-cam-tavan-full-paket/16790406
1008,75800,İSTANBUL,AVCILAR,16098186,17 Mayıs 2021,Fiat,Linea,1.6 Multijet Emotion Plus,2011,Dizel,Düz,1600,125,250000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-fiat-linea-1-6-multijet-emotion-plus/fiat-linea-1-6-2011model-th-multijet-emotion-plus-30dk-kredili/16098186
1009,65750,İZMİR,GAZİEMİR,17101485,17 Mayıs 2021,Fiat,Punto,Grande 1.3 Multijet Dynamic,2008,Dizel,Düz,1248,75,341000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-fiat-punto-grande-1-3-multijet-dynamic/acar-otomotiv-2008-1-3dizel-punto-taksit-imkani/17101485
1010,142900,KAYSERİ,KOCASİNAN,16415689,17 Mayıs 2021,Fiat,Egea,1.3 Multijet Urban,2017,Dizel,Düz,1248,95,115000,1 boyalı,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Boyanmış,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-fiat-egea-1-3-multijet-urban/demirezen-ler-den-2017-fiat-egea-urban-1-3-multijet/16415689
1011,89000,AYDIN,KUŞADASI,17187382,17 Mayıs 2021,Fiat,Linea,1.3 Multijet Active Plus,2015,Dizel,Düz,1248,95,121000,"1 değişen, 2 boyalı",Galeriden,Orijinal,Boyanmış,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Boyanmış,Değişmiş,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-fiat-linea-1-3-multijet-active-plus/ada-auto-dan-2015-model-dizel-linea/17187382
1012,129000,İZMİR,BUCA,15986515,17 Mayıs 2021,Fiat,Egea,1.3 Multijet Urban,2016,Dizel,Düz,1248,95,161495,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-fiat-egea-1-3-multijet-urban/ottobull-2016-fiat-egea-1-3-m-jet-95hp-urban/15986515
1013,112000,ORDU,ALTINORDU,16415406,17 Mayıs 2021,Fiat,Punto,1.4 Pop S&S,2013,Benzin,Yarı Otomatik,1368,77,83000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-fiat-punto-1-4-pop-s-s/belde-auto-punto-otomatik-2013-83-000km-boyasiz-emsalsiz/16415406
1014,81900,KAYSERİ,MELİKGAZİ,15975140,17 Mayıs 2021,Fiat,Linea,1.3 Multijet VIA,2012,Dizel,Düz,1248,90,164000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-fiat-linea-1-3-multijet-via/aziz-demirezen-motorlu-araclar-2012-fiat-linea-dizel-via-paket/15975140
1015,148000,TOKAT,TURHAL,15941748,17 Mayıs 2021,Fiat,Linea,1.3 Multijet Lounge,2015,Dizel,Düz,1248,95,1000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-fiat-linea-1-3-multijet-lounge/2015-fiat-linea-1-3-multijet-lounge-km-1000-beyaz/15941748
1016,57000,KONYA,SEYDİŞEHİR,17513569,17 Mayıs 2021,Fiat,Palio,1.3 Multijet Active,2006,Dizel,Düz,1248,70,255000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-fiat-palio-1-3-multijet-active/2006-palio-dizel-yol-bilg-klima-cam-otom-abs/17513569
1017,211500,ANTALYA,MURATPAŞA,17513435,17 Mayıs 2021,Fiat,500 Ailesi,500L 1.3 Mjet Cross Plus,2018,Dizel,Yarı Otomatik,1248,95,17900,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-fiat-500-ailesi-500l-1-3-mjet-cross-plus/zeki-den-2018-model-17-900km-de-hatasiz-boyasiz-sifir-ayarinda/17513435
1018,50000,TRABZON,ÇARŞIBAŞI,17512440,16 Mayıs 2021,Fiat,Albea,1.3 Multijet Active,2004,Dizel,Düz,1248,70,290000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-fiat-albea-1-3-multijet-active/2004-albea-1-3-aktiv-pilas/17512440
1019,58750,MANİSA,SOMA,17336832,16 Mayıs 2021,Fiat,Albea,1.2 EL,2002,LPG & Benzin,Düz,1242,80,235000,Belirtilmemiş,Galeriden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/galeriden-satilik-fiat-albea-1-2-el/degisensiz-fiat-albea-1-2-el-2002-model-manisa/17336832
1020,123400,İSTANBUL,EYÜPSULTAN,17511193,16 Mayıs 2021,Fiat,Egea,1.3 Multijet Easy,2017,Dizel,Düz,1248,95,110000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-fiat-egea-1-3-multijet-easy/2017-fiat-egea-1-3-multijet-degisen-yok-servis-bakimli/17511193
1021,67000,AYDIN,NAZİLLİ,16405005,16 Mayıs 2021,Fiat,Punto,1.3 Multijet Dynamic,2004,Dizel,Düz,1251,70,277000,Belirtilmemiş,Galeriden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/galeriden-satilik-fiat-punto-1-3-multijet-dynamic/fiat-punto-1-3-multijet-dynamic-2004-model-aydin-degisen-kayit-yok/16405005
1022,57500,MUĞLA,ORTACA,17130745,16 Mayıs 2021,Fiat,Linea,1.3 Multijet Active Plus,2012,Dizel,Düz,1248,90,447000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-fiat-linea-1-3-multijet-active-plus/cakir-otomotiv-den-fiat-linea-degisensiz-orjinal/17130745
1023,105000,ADANA,SEYHAN,15004437,16 Mayıs 2021,Fiat,Linea,1.3 Multijet Pop,2017,Dizel,Düz,1248,95,120000,3 boyalı,Galeriden,Boyanmış,Orijinal,Orijinal,Boyanmış,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Boyanmış,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-fiat-linea-1-3-multijet-pop/2017-fiat-linea-1-3-dizel-120-bin-km-bakimli/15004437
1024,125000,GAZİANTEP,ŞEHİTKAMİL,15881869,16 Mayıs 2021,Fiat,Egea,1.6 Multijet Lounge,2015,Dizel,Düz,1598,120,255000,1 değişen,Galeriden,Orijinal,Değişmiş,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-fiat-egea-1-6-multijet-lounge/galeriden-fiat-egea-1-6-multijet-lounge-2015-model-gaziantep/15881869
1025,118000,SAMSUN,TEKKEKÖY,17173543,16 Mayıs 2021,Fiat,Linea,1.3 Multijet Urban,2015,Dizel,Düz,1400,100,130000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-fiat-linea-1-3-multijet-urban/kamer-den-2015-model-fiat-linea-1-3-multijet-urban/17173543
1026,159000,SAMSUN,TEKKEKÖY,17173533,16 Mayıs 2021,Fiat,Egea,1.6 E-Torq Lounge,2016,Benzin,Otomatik,1598,110,53500,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-fiat-egea-1-6-e-torq-lounge/kamer-den-2016-model-fiat-egea-1-6-e-torg-lounge-otm/17173533
1027,132500,KAHRAMANMARAŞ,ELBİSTAN,16453987,16 Mayıs 2021,Fiat,Egea,1.4 Fire Urban,2017,Benzin,Düz,1368,95,46000,Belirtilmemiş,Galeriden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/galeriden-satilik-fiat-egea-1-4-fire-urban/galeriden-fiat-egea-1-4-fire-urban-2017-model-kahramanmaras/16453987
1028,96500,MUĞLA,BODRUM,17508784,16 Mayıs 2021,Fiat,Panda,1.2 Pop,2017,Benzin,Düz,1242,69,31000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-fiat-panda-1-2-pop/fiat-panda-pop-ons-otomotiv-den-2017-model/17508784
1029,125500,İSTANBUL,BAHÇELİEVLER,17174996,15 Mayıs 2021,Fiat,Egea,1.3 Multijet Urban,2016,Dizel,Düz,1248,95,160000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-fiat-egea-1-3-multijet-urban/ravzanur-dan-vade-ve-takas-imkaniyla-orjinal-urban/17174996
1030,111500,ANTALYA,MANAVGAT,15966260,15 Mayıs 2021,Fiat,500 Ailesi,500 1.2 Pop,2009,LPG & Benzin,Yarı Otomatik,1242,69,229000,6 boyalı,Galeriden,Boyanmış,Orijinal,Boyanmış,Orijinal,Boyanmış,Orijinal,Orijinal,Boyanmış,Boyanmış,Orijinal,Boyanmış,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-fiat-500-ailesi-1-2-pop/otomatik-degisensiz-tramersiz-fiat-500-dualogic/15966260
1031,48500,BALIKESİR,EDREMİT,16382358,15 Mayıs 2021,Fiat,Albea,1.2 EL,2003,Benzin,Düz,1242,80,248000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-fiat-albea-1-2-el/edremit-arda-otomotiv-2003-fiat-albea-1-2-el-temiz-bakimli-klima/16382358
1032,149500,SİVAS,MERKEZ,17412144,15 Mayıs 2021,Fiat,Egea,1.4 Fire Urban Plus,2020,Benzin,Düz,1368,95,2330,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-fiat-egea-1-4-fire-urban-plus/beyaz-otomotivden-1-4-fire-urban-plus-sadece-2300-km/17412144
1033,186500,BURSA,OSMANGAZİ,17507954,15 Mayıs 2021,Fiat,Egea,1.6 Multijet Lounge,2016,Dizel,Düz,1598,120,77000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-fiat-egea-1-6-multijet-lounge/2016-lounge-120hp-6-ileri-77-000-kmde-hatasiz-takas-olur/17507954
1034,96950,ANKARA,AKYURT,17174346,15 Mayıs 2021,Fiat,Punto,Grande 1.4 Fire Active,2010,LPG & Benzin,Yarı Otomatik,1368,77,92000,2 boyalı,Galeriden,Orijinal,Orijinal,Boyanmış,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Boyanmış,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-fiat-punto-grande-1-4-fire-active/2010-model-lpgli-otomatik-yokus-kalkis-destekli-92bin-kmde-punto/17174346
1035,44750,ANKARA,YENİMAHALLE,17446869,15 Mayıs 2021,Fiat,Albea,1.3 Multijet EL,2004,Dizel,Düz,1248,70,252000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-fiat-albea-1-3-multijet-el/2004-model-albea-1-3-multijet-klimali/17446869
1036,88500,BURSA,OSMANGAZİ,15959118,15 Mayıs 2021,Fiat,Punto,Grande 1.3 Multijet Active,2008,Dizel,Düz,1248,75,98000,3 boyalı,Galeriden,Boyanmış,Orijinal,Boyanmış,Orijinal,Orijinal,Orijinal,Boyanmış,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-fiat-punto-grande-1-3-multijet-active/kucuk-otomotiv-den-2008-model-fiat-punto-1-3-multijet-active/15959118
1037,42750,KAYSERİ,KOCASİNAN,16225125,15 Mayıs 2021,Fiat,Palio,1.4 EL,1999,LPG & Benzin,Düz,1368,77,220000,Belirtilmemiş,Galeriden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/galeriden-satilik-fiat-palio-1-4-el/galeriden-fiat-palio-1-4-el-1999-model-kayseri/16225125
1038,125000,KARS,MERKEZ,15474575,15 Mayıs 2021,Fiat,Linea,1.6 Multijet Lounge,2013,Dizel,Düz,1598,105,75827,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-fiat-linea-1-6-multijet-lounge/galeriden-fiat-linea-1-6-multijet-lounge-2013-model-kars/15474575
1039,87000,İSTANBUL,ÇEKMEKÖY,17505793,15 Mayıs 2021,Fiat,Linea,1.3 Multijet Pop,2015,Dizel,Düz,1400,100,104000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-fiat-linea-1-3-multijet-pop/2015-fiat-linea-1-3-multijet-pop-paket-temiz-bakimli-104-000km/17505793
1040,97000,BURSA,OSMANGAZİ,17505737,15 Mayıs 2021,Fiat,Linea,1.3 Multijet Pop,2015,Dizel,Düz,1400,100,155000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-fiat-linea-1-3-multijet-pop/2015-pop-paket/17505737
1041,82000,NEVŞEHİR,MERKEZ,17505675,15 Mayıs 2021,Fiat,Punto,1.4 Pop S&S,2012,LPG & Benzin,Yarı Otomatik,1368,77,336000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-fiat-punto-1-4-pop-s-s/tema-otomotivden-2012-1-4-otomatik-pop-dualogic-punto/17505675
1042,29999,SİVAS,MERKEZ,17003623,14 Mayıs 2021,Fiat,Albea,1.4 Fire Dynamic,2006,LPG & Benzin,Düz,1368,77,325000,Belirtilmemiş,Galeriden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/galeriden-satilik-fiat-albea-1-4-fire-dynamic/galeriden-fiat-albea-1-4-fire-dynamic-2006-model-sivas/17003623
1043,105000,BOLU,MUDURNU,17159858,14 Mayıs 2021,Fiat,Linea,1.3 Multijet Active Plus,2013,Dizel,Düz,1248,95,130000,1 boyalı,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Boyanmış,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-fiat-linea-1-3-multijet-active-plus/galeriden-fiat-linea-1-3-multijet-active-plus-2013-model-bolu/17159858
1044,36500,KAYSERİ,MELİKGAZİ,17504181,14 Mayıs 2021,Fiat,Tipo,1.6 SLX,1995,LPG & Benzin,Düz,1581,75,170000,11 boyalı,Galeriden,Boyanmış,Orijinal,Boyanmış,Boyanmış,Boyanmış,Orijinal,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,https://www.arabam.com/ilan/galeriden-satilik-fiat-tipo-1-6-slx/ed-garage-dan-fiat-tipo-1-6-sx-1995-orjinal/17504181
1045,118500,SAKARYA,ADAPAZARI,17015669,14 Mayıs 2021,Fiat,Egea,1.3 Multijet Easy,2017,Dizel,Düz,1248,95,145000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-fiat-egea-1-3-multijet-easy/tamamina-kredili-tek-kimlik-5-arac/17015669
1046,74000,GAZİANTEP,ŞEHİTKAMİL,17304312,14 Mayıs 2021,Fiat,Punto,Grande 1.3 Multijet Active,2009,Dizel,Düz,1248,75,208000,Belirtilmemiş,Galeriden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/galeriden-satilik-fiat-punto-grande-1-3-multijet-active/galeriden-fiat-punto-grande-1-3-multijet-active-2009-model-gaziantep/17304312
1047,81500,İSTANBUL,BÜYÜKÇEKMECE,16288718,14 Mayıs 2021,Fiat,Linea,1.3 Multijet Pop,2014,Dizel,Düz,1400,100,187000,1 değişen,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Değişmiş,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-fiat-linea-1-3-multijet-pop/2014-takas-olur/16288718
1048,67500,HATAY,ANTAKYA,15922320,13 Mayıs 2021,Fiat,Punto,1.2 Pop,2012,LPG & Benzin,Düz,1242,69,161000,Belirtilmemiş,Galeriden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/galeriden-satilik-fiat-punto-1-2-pop/2012-fiat-punto-1-2-pop-yakit-cimrisi/15922320
1049,55500,HATAY,ANTAKYA,15921519,13 Mayıs 2021,Fiat,Palio,1.3 Multijet SL,2004,Dizel,Düz,1248,70,210000,Belirtilmemiş,Galeriden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/galeriden-satilik-fiat-palio-1-3-multijet-sl/galeriden-fiat-palio-1-3-multijet-sl-2004-model-hatay/15921519
1050,57000,İSTANBUL,BAHÇELİEVLER,14986780,13 Mayıs 2021,Fiat,Palio,1.2 EL Speedgear,2004,LPG & Benzin,Yarı Otomatik,1242,81,179950,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-fiat-palio-1-2-el-speedgear/tamotomatik-bakimli-1-2-16v-6-ileri/14986780
1051,55000,GAZİANTEP,NİZİP,17008597,13 Mayıs 2021,Fiat,Palio,1.3 Multijet Active Sole,2007,Dizel,Düz,1248,70,230000,"1 değişen, 1 boyalı",Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Değişmiş,Boyanmış,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-fiat-palio-1-3-multijet-active-sole/cetin-otomotivden-fiat-palio-1-3-multijet-active-sole-2007-model-gaziantep/17008597
1052,60999,KONYA,AKŞEHİR,17500105,13 Mayıs 2021,Fiat,Brava,1.6 ELX,2001,LPG & Benzin,Düz,1581,103,220100,Tamamı boyalı,Galeriden,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,Boyanmış,https://www.arabam.com/ilan/galeriden-satilik-fiat-brava-1-6-elx/nadir-kalanlardan-hatasiz-cam-gibi-brava-elx-absli-endolu-modeli/17500105
1053,161750,ANTALYA,SERİK,17447903,13 Mayıs 2021,Fiat,Egea,1.6 Multijet Comfort,2017,Dizel,Yarı Otomatik,1598,120,59900,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-fiat-egea-1-6-multijet-comfort/59-900-km-de-hatasiz-boyasiz-1-6-multijet-otomatik-comfort-egea/17447903
1054,52500,ÇORUM,SUNGURLU,17499499,13 Mayıs 2021,Fiat,Marea,1.6 Liberty,2004,LPG & Benzin,Düz,1596,103,300000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-fiat-marea-1-6-liberty/2004-model-cok-temiz-klimali-bakimli-masrafsiz-1-6-marea/17499499
1055,59000,MUĞLA,FETHİYE,17156468,13 Mayıs 2021,Fiat,Albea,Sole 1.3 Multijet Premio,2010,Dizel,Düz,1248,70,421151,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-fiat-albea-sole-1-3-multijet-premio/carmix-plus-tan-2010-albea-sole-1-3-multijet-premio-hatasiz/17156468
1056,196000,RİZE,MERKEZ,15951562,13 Mayıs 2021,Fiat,Egea,1.3 Multijet Urban Plus,2020,Dizel,Düz,1248,95,300,Belirtilmemiş,Galeriden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/galeriden-satilik-fiat-egea-1-3-multijet-urban-plus/2020-model-egea-1-3-m-jet-hb-long-jant-koyuncular-rize/15951562
1057,67500,ANKARA,YENİMAHALLE,17142800,13 Mayıs 2021,Fiat,Linea,1.3 Multijet Pop,2015,Dizel,Düz,1400,100,210000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-fiat-linea-1-3-multijet-pop/pesinatsiz-tamamina-kredili-2015-pop-gsr/17142800
1058,65500,ANKARA,YENİMAHALLE,16505941,13 Mayıs 2021,Fiat,Linea,1.3 Multijet Pop,2014,Dizel,Düz,1400,100,126000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-fiat-linea-1-3-multijet-pop/pesinatsiz-tamamina-banka-kredili-2014-pop-linea-1-kimlik-5-arac/16505941
1059,84900,İSTANBUL,ESENYURT,15984947,12 Mayıs 2021,Fiat,Linea,1.3 Multijet Active Plus,2014,Dizel,Düz,1400,100,128000,"1 değişen, 7 boyalı",Galeriden,Boyanmış,Orijinal,Orijinal,Boyanmış,Boyanmış,Orijinal,Boyanmış,Boyanmış,Değişmiş,Boyanmış,Boyanmış,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-fiat-linea-1-3-multijet-active-plus/2014-model-linea-1-3-multijet-active-plus-128-000-km/15984947
1060,129000,MERSİN,MUT,17126180,12 Mayıs 2021,Fiat,Egea,1.6 Multijet Urban,2016,Dizel,Düz,1598,120,160000,Belirtilmemiş,Galeriden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/galeriden-satilik-fiat-egea-1-6-multijet-urban/degisensiz-boyasiz-fiat-egea-1-6-urban/17126180
