,Fiyat,İl,İlçe,İlan No,İlan Tarihi,Marka,Seri,Model,Yıl,Yakıt Tipi,Vites Tipi,Motor Hacmi,Motor Gücü,Kilometre,Boya-değişen,Kimden,Sağ Arka Çamurluk,Arka Kaput,Sol Arka Çamurluk,Sağ Arka Kapı,Sağ Ön Kapı,Tavan,Sol Arka Kapı,Sol Ön Kapı,Sağ Ön Çamurluk,Motor Kaputu,Sol Ön Çamurluk,Ön Tampon,Arka Tampon,URL
583,158000,ŞANLIURFA,HALİLİYE,17580227,28 Mayıs 2021,Skoda,Octavia,1.6 TDI Optimal,2016,Dizel,Yarı Otomatik,1598,110,210000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-octavia-1-6-tdi-optimal/memurdan-cok-temiz-otomotik-dizel/17580227
584,158000,HATAY,ANTAKYA,17578575,27 Mayıs 2021,Skoda,Octavia,1.6 TDI Elegance CR,2014,Dizel,Yarı Otomatik,1598,105,235000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-octavia-1-6-tdi-elegance-cr/tr-nin-en-dusuk-rakamiyla-en-dolusu-anahtarsiz-calisma/17578575
585,158000,İSTANBUL,AVCILAR,17350541,12 Nisan 2021,Skoda,Fabia,1.0 GreenTec Style,2018,Benzin,Yarı Otomatik,999,110,23000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-fabia-1-0-greentec-style/north-auto-2018-23-000km-skoda-fabia-1-0-greentec-style/17350541
586,157900,HATAY,ANTAKYA,17524528,19 Mayıs 2021,Skoda,Octavia,1.6 TDI Style CR,2015,Dizel,Yarı Otomatik,1598,110,165000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-octavia-1-6-tdi-style-cr/2015-octavia-110-beygir-dizel-otomatik-style-cr-4-lastik-sifir/17524528
587,157750,GAZİANTEP,ŞAHİNBEY,17434192,21 Mayıs 2021,Skoda,SuperB,1.6 TDI Active,2012,Dizel,Düz,1598,105,201000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-6-tdi-active/umit-auto-2012-active-boyasiz-110-000tl-kredi-kulladiriz/17434192
588,157500,HATAY,ANTAKYA,17562065,25 Mayıs 2021,Skoda,SuperB,1.6 TDI Comfort,2012,Dizel,Düz,1598,105,98000,Belirtilmemiş,Galeriden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-6-tdi-comfort/galeriden-skoda-superb-1-6-tdi-comfort-2012-model-98binde/17562065
589,157000,BATMAN,MERKEZ,17207565,21 Mayıs 2021,Skoda,Octavia,1.6 TDI Elegance CR,2013,Dizel,Yarı Otomatik,1600,125,231000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-octavia-1-6-tdi-elegance-cr/esdies-autodan-2013-dizel-otomatik-hatasiz/17207565
590,157000,KOCAELİ,GEBZE,17365095,15 Nisan 2021,Skoda,Octavia,1.6 TDI Optimal,2015,Dizel,Yarı Otomatik,1598,110,230000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-octavia-1-6-tdi-optimal/akg-dizel-otomatik-bakimli-0-sanzuman-20-bin-tl-pesin-takasli/17365095
591,156900,ANKARA,AKYURT,17478612,14 Mayıs 2021,Skoda,Rapid,1.4 TDI Spaceback Style,2016,Dizel,Yarı Otomatik,1422,90,52000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-rapid-1-4-tdi-spaceback-style/2016-model-skoda-rapid-style-otomatik-vites/17478612
592,156500,İSTANBUL,KADIKÖY,17351123,22 Nisan 2021,Skoda,Rapid,1.6 TDI Spaceback Elegance,2014,Dizel,Yarı Otomatik,1598,90,147816,1 boyalı,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Boyanmış,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-rapid-1-6-tdi-spaceback-elegance/cavusoglu-2014-skoda-rapid-1-6-tdi-spaceback-elegance-dsg/17351123
593,155750,İZMİR,GAZİEMİR,17621448,03 Haziran 2021,Skoda,Rapid,1.6 TDI GreenTec Style,2014,Dizel,Otomatik,1600,100,140000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-rapid-1-6-tdi-greentec-style/karagoz-otomotiv-den-hatasiz-2014-model-1-6-tdi-dsg-oto-rapid/17621448
594,155750,İZMİR,GAZİEMİR,17621448,03 Haziran 2021,Skoda,Rapid,1.6 TDI GreenTec Style,2014,Dizel,Otomatik,1600,100,140000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-rapid-1-6-tdi-greentec-style/karagoz-otomotiv-den-hatasiz-2014-model-1-6-tdi-dsg-oto-rapid/17621448
595,155750,ANKARA,KEÇİÖREN,17583611,28 Mayıs 2021,Skoda,Rapid,1.4 TDI Spaceback Style,2016,Dizel,Yarı Otomatik,1422,90,182000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-rapid-1-4-tdi-spaceback-style/2016-model-skoda-rapid-1-4-tdi-90-bg-spaceback-style-hatasiz/17583611
596,154500,İSTANBUL,SULTANBEYLİ,17596727,30 Mayıs 2021,Skoda,Rapid,1.4 TDI Style,2016,Dizel,Yarı Otomatik,1422,90,199000,"1 değişen, 2 boyalı",Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Boyanmış,Orijinal,Orijinal,Değişmiş,Boyanmış,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-rapid-1-4-tdi-style/skoda-2016-model-otomatik-1-4-tdi-dizel-style-dolu-paket/17596727
597,154500,KAYSERİ,KOCASİNAN,17525020,19 Mayıs 2021,Skoda,Octavia,1.6 TDI Elegance,2011,Dizel,Yarı Otomatik,1598,105,165000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-octavia-1-6-tdi-elegance/2011-dizel-otomatik-hatasiz-octavia-elegance-paket-inci-beyazi/17525020
598,154000,GAZİANTEP,ŞEHİTKAMİL,17610365,01 Haziran 2021,Skoda,Octavia,1.6 TDI Ambition,2016,Dizel,Düz,1598,110,270000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-octavia-1-6-tdi-ambition/2016-model-boyasiz-tek-kusuru-km-si/17610365
599,154000,KONYA,KARATAY,17400361,28 Nisan 2021,Skoda,Octavia,1.6 TDI Optimal,2016,Dizel,Yarı Otomatik,1598,110,248000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-octavia-1-6-tdi-optimal/2017-cikisli-octavia-1-6-dizel-otomatik-hiz-sabitleyicili-beyaz/17400361
600,153900,AKSARAY,MERKEZ,17610185,01 Haziran 2021,Skoda,Octavia,1.6 TDI Elegance,2012,Dizel,Düz,1598,105,122000,1 boyalı,Galeriden,Orijinal,Orijinal,Boyanmış,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-octavia-1-6-tdi-elegance/eskiller-den-2012-1-6-tdi-elegance-120-000-km-de-hatasiz-octavia/17610185
601,153750,BURSA,NİLÜFER,16674259,07 Nisan 2021,Skoda,Octavia,1.6 TDI Optimal,2016,Dizel,Yarı Otomatik,1598,110,210000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-octavia-1-6-tdi-optimal/goren-otomotiv-den-dizel-otomatik-octavia-optimal/16674259
602,153500,TRABZON,YOMRA,17269555,02 Haziran 2021,Skoda,Rapid,1.6 TDI Spaceback Elegance,2014,Dizel,Yarı Otomatik,1598,90,194000,Belirtilmemiş,Galeriden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/galeriden-satilik-skoda-rapid-1-6-tdi-spaceback-elegance/galeriden-skoda-rapid-1-6-tdi-spaceback-elegance-2014-model-trabzon/17269555
603,153500,ANKARA,YENİMAHALLE,17415171,21 Mayıs 2021,Skoda,Fabia,1.2 TSI Style,2015,Benzin,Yarı Otomatik,1197,110,115000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-fabia-1-2-tsi-style/mm-garage-dan-hatasiz-boyasiz-tramersiz/17415171
604,153000,TRABZON,AKÇAABAT,17149336,31 Mayıs 2021,Skoda,Octavia,1.6 TDI Optimal,2014,Dizel,Yarı Otomatik,1598,105,199000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-octavia-1-6-tdi-optimal/auto-garden-den-dizel-otomatik-octavia-optimal/17149336
605,152000,HATAY,SAMANDAĞ,17606722,31 Mayıs 2021,Skoda,Octavia,1.6 TDI Elegance CR,2012,Dizel,Yarı Otomatik,1598,105,182000,2 boyalı,Galeriden,Orijinal,Orijinal,Boyanmış,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Boyanmış,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-octavia-1-6-tdi-elegance-cr/galeriden-skoda-octavia-1-6-tdi-elegance-cr-2012-model-hatay/17606722
606,151000,YOZGAT,SORGUN,17342266,11 Nisan 2021,Skoda,Octavia,1.6 TDI Elegance,2012,Dizel,Yarı Otomatik,1598,105,185000,1 değişen,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Değişmiş,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-octavia-1-6-tdi-elegance/altan-2012-dizel-7-ileri-dsg-octavia-elegance-komple-bakimli/17342266
607,150000,ANKARA,GÖLBAŞI,17516885,17 Mayıs 2021,Skoda,Octavia,1.2 TSI Ambition,2014,Benzin,Düz,1197,105,189000,"2 değişen, 3 boyalı",Galeriden,Boyanmış,Orijinal,Boyanmış,Değişmiş,Değişmiş,Orijinal,Orijinal,Orijinal,Orijinal,Boyanmış,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-octavia-1-2-tsi-ambition/kuzey-car-s-2014-skoda-octavia-1-2-tsi/17516885
608,149900,ANKARA,AKYURT,17577622,27 Mayıs 2021,Skoda,SuperB,1.6 TDI Comfort,2011,Dizel,Düz,1598,105,174700,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-6-tdi-comfort/2011-model-orjinal-174-700-km-de-emsalsiz-temizlikte-superb-tdi/17577622
609,149850,İSTANBUL,BÜYÜKÇEKMECE,17572550,26 Mayıs 2021,Skoda,Fabia,1.2 TSI Style,2015,Benzin,Yarı Otomatik,1197,110,110316,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-fabia-1-2-tsi-style/hatasiz-2015-skoda-fabia-1-2-tsi-greentec-style-dsg/17572550
610,149750,İSTANBUL,ÇEKMEKÖY,17366614,15 Nisan 2021,Skoda,Octavia,1.6 TDI Elegance,2012,Dizel,Yarı Otomatik,1598,105,160000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-octavia-1-6-tdi-elegance/ilk-kulanicidan-orjinal-160b-km-otomatik-elegans-1-6-tdi/17366614
611,149500,ELAZIĞ,MERKEZ,17037486,18 Mayıs 2021,Skoda,SuperB,1.4 TSI Comfort,2010,Benzin,Düz,1390,125,138000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-4-tsi-comfort/2010-138-binde-ilk-sahibinde-superb-1-comfort-extrali-1-4-tsi/17037486
612,148950,ANKARA,MAMAK,17501817,13 Mayıs 2021,Skoda,Octavia,1.6 TDI Ambition,2013,Dizel,Yarı Otomatik,1600,125,236000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-octavia-1-6-tdi-ambition/boyasiz-degisensiz-kayitsiz-masrafsiz-double-ekran/17501817
613,147000,GAZİANTEP,ŞEHİTKAMİL,16415487,22 Mayıs 2021,Skoda,SuperB,1.4 TSI Elegance,2010,Benzin,Düz,1390,125,119722,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-4-tsi-elegance/aydemirden-2010-skoda-super-b-1-4-tsi-elegance-genis-ekran-125hp/16415487
614,146950,İSTANBUL,ÜSKÜDAR,16371709,22 Mayıs 2021,Skoda,Octavia,1.6 TDI Elegance CR,2013,Dizel,Yarı Otomatik,1600,125,253000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-octavia-1-6-tdi-elegance-cr/skoda-octavia-1-6-tdi-dsg-led-elegance-cr/16371709
615,146000,İSTANBUL,ESENYURT,17522202,18 Mayıs 2021,Skoda,Rapid,1.6 TDI Elegance,2013,Dizel,Düz,1600,125,128000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-rapid-1-6-tdi-elegance/hatasiz-boyasiz-degisensiz-skoda-rapid-1-6-cr-tdi-elegance-dizel/17522202
616,145000,GAZİANTEP,ŞEHİTKAMİL,17368007,07 Mayıs 2021,Skoda,Rapid,1.6 TDI Elegance,2013,Dizel,Yarı Otomatik,1598,90,240000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-rapid-1-6-tdi-elegance/2013-skoda-rapid-elegans-dsg-1-6tdi-hatasiz-boyasiz/17368007
617,143000,İZMİR,GAZİEMİR,16509405,28 Mayıs 2021,Skoda,SuperB,1.4 TSI Elegance,2010,LPG & Benzin,Düz,1390,125,242000,Belirtilmemiş,Galeriden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-4-tsi-elegance/galeriden-skoda-superb-1-4-tsi-elegance-2010-model-izmir/16509405
618,143000,IĞDIR,MERKEZ,17141145,10 Mayıs 2021,Skoda,SuperB,1.6 TDI Active,2012,Dizel,Düz,1598,105,198000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-6-tdi-active/2012-model-superb/17141145
619,141900,ANKARA,AKYURT,17581888,28 Mayıs 2021,Skoda,Rapid,1.4 TDI Style,2015,Dizel,Yarı Otomatik,1422,90,195000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-rapid-1-4-tdi-style/mina-auto-dan-hatasiz-boyasiz-trammersiz/17581888
620,141000,GAZİANTEP,ŞEHİTKAMİL,16404924,19 Mayıs 2021,Skoda,Rapid,1.6 TDI Elegance,2014,Dizel,Yarı Otomatik,1598,90,135000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-rapid-1-6-tdi-elegance/edip-den-skoda-rapid-elegance-1-6-cr-tdi-dsg-zenon-bej-koltuk/16404924
621,141000,İSTANBUL,MALTEPE,17342314,11 Nisan 2021,Skoda,Octavia,1.6 TDI Ambition Optimal,2012,Dizel,Düz,1598,105,105000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-octavia-1-6-tdi-ambition-optimal/adalidan-2012-1-6tdi-skoda-octavia-kredi-ve-vade-imkaniyla/17342314
622,141000,GAZİANTEP,ŞEHİTKAMİL,17312724,06 Nisan 2021,Skoda,SuperB,1.4 TSI Comfort,2011,Benzin,Düz,1390,125,157000,1 değişen,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Değişmiş,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-4-tsi-comfort/ates-otomotivden-boyasiz-2011-skoda-superb-1-4-tsi-comfort/17312724
623,140000,HATAY,ANTAKYA,16436611,23 Mayıs 2021,Skoda,Octavia,1.4 TSI Ambiente,2011,LPG & Benzin,Düz,1390,122,61654,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-octavia-1-4-tsi-ambiente/2011-hatasiz-boyasiz-62-000-km-sifir-ayarinda-kokusu-uzerinde-hatay/16436611
624,139000,İSTANBUL,BEŞİKTAŞ,17349493,26 Nisan 2021,Skoda,Rapid,1.6 TDI Elegance,2014,Dizel,Yarı Otomatik,1598,90,140000,"1 değişen, 4 boyalı",Galeriden,Orijinal,Boyanmış,Boyanmış,Orijinal,Orijinal,Orijinal,Boyanmış,Orijinal,Orijinal,Boyanmış,Değişmiş,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-rapid-1-6-tdi-elegance/all-cars-2014-skoda-rapid-elegance-1-6tdi-dsg/17349493
625,138900,İSTANBUL,BAĞCILAR,17609182,01 Haziran 2021,Skoda,Rapid,1.4 TDI Ambition,2017,Dizel,Düz,1600,100,112000,2 değişen,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Değişmiş,Değişmiş,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-rapid-1-4-tdi-ambition/2017-skoda-rapid-1-4-tdi-112-000-km-de/17609182
626,138750,GAZİANTEP,ŞAHİNBEY,17455229,21 Mayıs 2021,Skoda,Rapid,1.6 TDI Ambition,2015,Dizel,Düz,1600,125,209000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-rapid-1-6-tdi-ambition/umit-auto-navigasyon-geri-gorus-android-ekran-celik-cantli/17455229
627,138000,İSTANBUL,SANCAKTEPE,17390206,19 Nisan 2021,Skoda,SuperB,1.6 TDI Elegance,2011,Dizel,Düz,1598,105,185000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-6-tdi-elegance/acill-2011-superb-elagence-beyaz-ici-bej/17390206
628,137900,MERSİN,TARSUS,17616843,02 Haziran 2021,Skoda,Fabia,1.2 TSI Style,2016,Benzin,Yarı Otomatik,1197,110,30500,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-fabia-1-2-tsi-style/m-sekerci-den-sadece-30-bin-km-de-fabia-uygun-fiyata/17616843
629,136900,SAKARYA,PAMUKOVA,17519283,18 Mayıs 2021,Skoda,Fabia,1.2 TSI Ambition,2015,Benzin,Yarı Otomatik,1197,110,78000,4 boyalı,Galeriden,Boyanmış,Boyanmış,Orijinal,Boyanmış,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Boyanmış,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-fabia-1-2-tsi-ambition/2015-skoda-fabia-1-2-tsi-otomatik-78-ooo-km/17519283
630,136500,DİYARBAKIR,YENİŞEHİR,17518800,18 Mayıs 2021,Skoda,SuperB,1.6 TDI Active,2012,Dizel,Düz,1598,105,139000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-6-tdi-active/mirac-oto-dan-2012-super-b-sanruflu-dizel-139-bin-km-de-manuel/17518800
631,135750,İSTANBUL,ATAŞEHİR,17243962,26 Mayıs 2021,Skoda,Rapid,1.4 TDI Ambition,2015,Dizel,Yarı Otomatik,1422,90,159000,"2 değişen, 2 boyalı",Galeriden,Orijinal,Orijinal,Boyanmış,Orijinal,Orijinal,Orijinal,Değişmiş,Orijinal,Orijinal,Boyanmış,Değişmiş,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-rapid-1-4-tdi-ambition/32-500-tl-pesinat-ile-2015-rapid-1-4tdi-greentec-ambition-dsg-90/17243962
632,135500,İSTANBUL,BAHÇELİEVLER,17394112,19 Nisan 2021,Skoda,SuperB,2.0 TDI Elegance,2012,Dizel,Yarı Otomatik,2000,175,173121,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-2-0-tdi-elegance/2012-superb-2-0-tdi-elegange-triptronic/17394112
633,135000,YOZGAT,SARIKAYA,17344796,11 Nisan 2021,Skoda,Rapid,1.6 TDI Ambition,2013,Dizel,Düz,1598,105,220000,Belirtilmemiş,Galeriden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/galeriden-satilik-skoda-rapid-1-6-tdi-ambition/erdal-otomotiv-den-skoda-rabid-orjinal/17344796
634,134900,BALIKESİR,KARESİ,17525294,19 Mayıs 2021,Skoda,Rapid,1.6 TDI Elegance,2013,Dizel,Yarı Otomatik,1598,90,190000,Belirtilmemiş,Galeriden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/galeriden-satilik-skoda-rapid-1-6-tdi-elegance/ufuk-oto-dan-2013-skoda-rapid-1-6-cr-tdi-elegance-otomatik-vites/17525294
635,132000,GAZİANTEP,ŞAHİNBEY,17502303,14 Mayıs 2021,Skoda,Rapid,1.4 TDI Ambition,2015,Dizel,Düz,1422,90,199000,Tamamı orjinal,Galeriden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/galeriden-satilik-skoda-rapid-1-4-tdi-ambition/imamoglu-auto-dan-2015-model-skoda-rapid-1-4-tdi/17502303
