,Fiyat,İl,İlçe,İlan No,İlan Tarihi,Marka,Seri,Model,Yıl,Yakıt Tipi,Vites Tipi,Motor Hacmi,Motor Gücü,Kilometre,Boya-değişen,Kimden,Sağ Arka Çamurluk,Arka Kaput,Sol Arka Çamurluk,Sağ Arka Kapı,Sağ Ön Kapı,Tavan,Sol Arka Kapı,Sol Ön Kapı,Sağ Ön Çamurluk,Motor Kaputu,Sol Ön Çamurluk,Ön Tampon,Arka Tampon,URL
1421,150000,BURDUR,AĞLASUN,16190843,07 Nisan 2021,Volkswagen,Golf,1.6 TDi BlueMotion Midline Plus,2013,Dizel,Düz,1598,90,149000,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-golf-1-6-tdi-bluemotion-midline-plus/sahibinden-volkswagen-golf-1-6-tdi-bluemotion-midline-plus-2013-model/16190843
1422,150000,ADIYAMAN,BESNİ,17295403,04 Nisan 2021,Volkswagen,Golf,1.4 TSi Trendline,2011,Benzin,Düz,1390,122,128000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-golf-1-4-tsi-trendline/sahibinden-volkswagen-golf-1-4-tsi-trendline-2011-model/17295403
1423,150000,ŞIRNAK,MERKEZ,17284645,02 Nisan 2021,Volkswagen,Jetta,1.2 TSi Trendline,2012,Benzin,Düz,1197,105,226000,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-jetta-1-2-tsi-trendline/sahibinden-volkswagen-jetta-1-2-tsi-trendline-2012-model/17284645
1424,150000,İSTANBUL,FATİH,17265236,30 Mart 2021,Volkswagen,Passat,1.4 TSi Trendline,2010,Benzin,Otomatik,1390,122,169000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-4-tsi-trendline/sahibinden-volkswagen-passat-1-4-tsi-trendline-2010-model/17265236
1425,150000,BALIKESİR,SINDIRGI,17250765,27 Mart 2021,Volkswagen,Polo,1.4 Chrome Edition,2013,Benzin,Düz,1390,85,74500,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-polo-1-4-chrome-edition/sahibinden-volkswagen-polo-1-4-chrome-edition-2013-model/17250765
1426,150000,AKSARAY,MERKEZ,17249342,27 Mart 2021,Volkswagen,Passat,2.0 TDi Comfortline,2007,Dizel,Yarı Otomatik,1968,140,267000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-2-0-tdi-comfortline/sahibinden-volkswagen-passat-2-0-tdi-comfortline-2007-model/17249342
1427,150000,İSTANBUL,GÜNGÖREN,17220542,23 Mart 2021,Volkswagen,Polo,1.4 Comfortline,2012,Benzin,Yarı Otomatik,1390,85,58700,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-polo-1-4-comfortline/sahibinden-volkswagen-polo-1-4-comfortline-2012-model/17220542
1428,150000,MUŞ,MERKEZ,17193947,19 Mart 2021,Volkswagen,Jetta,1.6 TDi Trendline,2012,Dizel,Düz,1598,105,172000,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-jetta-1-6-tdi-trendline/sahibinden-volkswagen-jetta-1-6-tdi-trendline-2012-model/17193947
1429,150000,İSTANBUL,SULTANGAZİ,17185582,18 Mart 2021,Volkswagen,Jetta,1.6 TDi Comfortline,2014,Dizel,Düz,1598,105,100000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-jetta-1-6-tdi-comfortline/sahibinden-volkswagen-jetta-1-6-tdi-comfortline-2014-model/17185582
1430,150000,ADANA,YÜREĞİR,17176704,17 Mart 2021,Volkswagen,Golf,1.4 TSi Trendline,2012,LPG & Benzin,Yarı Otomatik,1390,122,132500,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-golf-1-4-tsi-trendline/hatasiz-boyasiz-degisensiz-sahibinden-volkswagen-golf-1-4-tsi-trendline-2012-model/17176704
1431,150000,İSTANBUL,ÜMRANİYE,16416568,16 Mart 2021,Volkswagen,Jetta,1.6 TDi Comfortline,2012,Dizel,Düz,1598,105,190000,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-jetta-1-6-tdi-comfortline/sahibinden-volkswagen-jetta-1-6-tdi-comfortline-2012-model/16416568
1432,150000,ANKARA,YENİMAHALLE,17166126,15 Mart 2021,Volkswagen,Polo,1.2 TSi Allstar,2016,Benzin,Yarı Otomatik,1197,90,118000,Belirtilmemiş,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Lokal Boyanmış,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-polo-1-2-tsi-allstar/sahibinden-volkswagen-polo-1-2-tsi-allstar-2016-model/17166126
1433,150000,BALIKESİR,EDREMİT,15708272,15 Mart 2021,Volkswagen,Polo,1.2 TSi Allstar,2016,Benzin,Düz,1197,90,61550,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-polo-1-2-tsi-allstar/sahibinden-volkswagen-polo-1-2-tsi-allstar-2016-model/15708272
1434,149999,İZMİR,BUCA,17507649,19 Mayıs 2021,Volkswagen,Jetta,1.6 TDi Comfortline,2012,Dizel,Yarı Otomatik,1598,105,211000,"1 değişen, 1 boyalı",Sahibinden,Orijinal,Boyanmış,Orijinal,Orijinal,Orijinal,Orijinal,Değişmiş,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-jetta-1-6-tdi-comfortline/sahibinden-volkswagen-jetta-1-6-tdi-comfortline-2012-model/17507649
1435,149999,ANTALYA,KONYAALTI,15991745,13 Mayıs 2021,Volkswagen,Polo,1.2 TSi Comfortline,2016,Benzin,Düz,1197,90,62584,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-polo-1-2-tsi-comfortline/sahibinden-volkswagen-polo-1-2-tsi-comfortline-2016-model/15991745
1436,149999,MERSİN,ANAMUR,17327124,08 Nisan 2021,Volkswagen,Polo,1.4 TDi Comfortline,2016,Dizel,Düz,1422,90,134000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-polo-1-4-tdi-comfortline/sahibinden-volkswagen-polo-1-4-tdi-comfortline-2016-model/17327124
1437,149990,İZMİR,NARLIDERE,17359450,14 Nisan 2021,Volkswagen,Golf,1.4 TSi Fan Edition,2011,Benzin,Yarı Otomatik,1390,122,140000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-golf-1-4-tsi-fan-edition/hatasiz-golf-otomatik-bu-kadar-temizi-yok/17359450
1438,149900,AFYONKARAHİSAR,SİNANPAŞA,17430695,26 Nisan 2021,Volkswagen,Jetta,1.6 TDi Comfortline,2011,Dizel,Yarı Otomatik,1598,105,134000,Belirtilmemiş,Sahibinden,Orijinal,Orijinal,Orijinal,Lokal Boyanmış,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-jetta-1-6-tdi-comfortline/sahibinden-volkswagen-jetta-1-6-tdi-comfortline-2011-model/17430695
1439,149750,GAZİANTEP,ŞAHİNBEY,16350836,24 Mart 2021,Volkswagen,Jetta,1.6 TDi Comfortline,2012,Dizel,Yarı Otomatik,1598,105,200000,3 boyalı,Sahibinden,Orijinal,Orijinal,Orijinal,Boyanmış,Boyanmış,Orijinal,Orijinal,Boyanmış,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-jetta-1-6-tdi-comfortline/sahibinden-volkswagen-jetta-1-6-tdi-comfortline-2012-model-gaziantep/16350836
1440,149700,İSTANBUL,FATİH,16556242,02 Mayıs 2021,Volkswagen,Polo,1.4 Comfortline,2012,Benzin,Yarı Otomatik,1390,85,51500,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-polo-1-4-comfortline/sadece-50-binde-2012-polo-otomatik-cam-tavan-dubble-ekran-li-yeni-bakimli/16556242
1441,149500,SİNOP,MERKEZ,17583244,28 Mayıs 2021,Volkswagen,Golf,1.4 TSi Highline,2011,Benzin,Yarı Otomatik,1390,160,172000,"1 değişen, 3 boyalı",Sahibinden,Orijinal,Orijinal,Orijinal,Lokal Boyanmış,Lokal Boyanmış,Orijinal,Orijinal,Orijinal,Değişmiş,Orijinal,Boyanmış,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-golf-1-4-tsi-highline/sahibinden-volkswagen-golf-1-4-tsi-highline-2011-model/17583244
1442,149500,İSTANBUL,ESENLER,17569244,26 Mayıs 2021,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2012,Dizel,Düz,1598,105,182500,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/sahibinden-passat-1-6-tdi-bluemotion-comfortline-temiz-ve-bakimli/17569244
1443,149500,GAZİANTEP,ŞEHİTKAMİL,17555650,24 Mayıs 2021,Volkswagen,Golf,1.6 TDi BlueMotion Midline Plus,2015,Dizel,Düz,1598,90,198500,Belirtilmemiş,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Lokal Boyanmış,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-golf-1-6-tdi-bluemotion-midline-plus/sahibinden-volkswagen-golf-1-6-tdi-bluemotion-midline-plus-2015-model-gaziantep/17555650
1444,149500,ŞANLIURFA,KARAKÖPRÜ,16961700,20 Mayıs 2021,Volkswagen,Polo,1.4 TDi Comfortline,2014,Dizel,Yarı Otomatik,1422,90,119000,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-polo-1-4-tdi-comfortline/sahibinden-volkswagen-polo-1-4-tdi-comfortline-2014-model/16961700
1445,149500,KONYA,KARATAY,17514478,17 Mayıs 2021,Volkswagen,Passat,1.4 TSi Comfortline,2008,Benzin,Düz,1390,122,152000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-4-tsi-comfortline/sahibinden-volkswagen-passat-1-4-tsi-comfortline-2008-model/17514478
1446,149500,ANKARA,YENİMAHALLE,17499923,13 Mayıs 2021,Volkswagen,Polo,1.4 TDi Comfortline,2014,Dizel,Yarı Otomatik,1422,90,143000,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-polo-1-4-tdi-comfortline/sahibinden-volkswagen-polo-1-4-tdi-comfortline-2014-model/17499923
1447,149500,ANKARA,YENİMAHALLE,16514143,30 Mart 2021,Volkswagen,Passat,1.6 Trendline,2010,LPG & Benzin,Düz,1595,102,156000,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-trendline/sahibinden-volkswagen-passat-1-6-trendline-2010-model/16514143
1448,149000,KOCAELİ,GEBZE,17581297,28 Mayıs 2021,Volkswagen,Passat,1.4 TSi Comfortline,2010,Benzin,Otomatik,1390,122,170700,4 boyalı,Sahibinden,Lokal Boyanmış,Orijinal,Boyanmış,Boyanmış,Boyanmış,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-4-tsi-comfortline/sahibinden-volkswagen-passat-1-4-tsi-comfortline-2010-model/17581297
1449,149000,ANKARA,MAMAK,17569726,26 Mayıs 2021,Volkswagen,Polo,1.4 TDi Comfortline,2015,Dizel,Düz,1422,90,125000,Belirtilmemiş,Sahibinden,Orijinal,Orijinal,Orijinal,Lokal Boyanmış,Lokal Boyanmış,Orijinal,Orijinal,Orijinal,Lokal Boyanmış,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-polo-1-4-tdi-comfortline/sahibinden-volkswagen-polo-1-4-tdi-comfortline-2015-model/17569726
1450,149000,BURSA,İNEGÖL,17504609,15 Mayıs 2021,Volkswagen,Polo,1.0 Trendline,2018,Benzin,Düz,999,75,35000,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-polo-1-0-trendline/acil-hatasiz-2018-polo/17504609
1451,149000,HATAY,ANTAKYA,17493488,11 Mayıs 2021,Volkswagen,Polo,1.4 TDi Comfortline,2014,Dizel,Yarı Otomatik,1422,90,117000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-polo-1-4-tdi-comfortline/sahibinden-volkswagen-polo-1-4-tdi-comfortline-2014-model/17493488
1452,149000,MUĞLA,MARMARİS,17358565,14 Nisan 2021,Volkswagen,Polo,1.4 TDi Bluemotion,2016,Dizel,Düz,1422,75,126000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-polo-1-4-tdi-bluemotion/sahibinden-volkswagen-polo-1-4-tdi-bluemotion-2016-model/17358565
1453,149000,ANTALYA,KEPEZ,15944754,10 Nisan 2021,Volkswagen,Polo,1.6 TDi Comfortline,2014,Dizel,Yarı Otomatik,1598,90,75500,"1 değişen, 3 boyalı",Sahibinden,Lokal Boyanmış,Orijinal,Orijinal,Lokal Boyanmış,Lokal Boyanmış,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Değişmiş,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-polo-1-6-tdi-comfortline/bayan-hemsireden-volkswagen-polo-1-6-tdi-comfortline-2014-model/15944754
1454,149000,İSTANBUL,AVCILAR,10992769,05 Nisan 2021,Volkswagen,EOS,1.4 TSi Highline,2008,Benzin,Düz,1390,122,186000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-eos-1-4-tsi-highline/sahibinden-volkswagen-eos-1-4-tsi-highline-2008-model/10992769
1455,149000,MERSİN,TARSUS,17243122,26 Mart 2021,Volkswagen,Jetta,1.4 TSi Trendline,2012,Benzin,Düz,1390,122,91000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-jetta-1-4-tsi-trendline/sahibinden-volkswagen-jetta-1-4-tsi-trendline-2012-model/17243122
1456,149000,İSTANBUL,BEŞİKTAŞ,17236904,25 Mart 2021,Volkswagen,Polo,1.4 TDi Comfortline,2014,Dizel,Düz,1422,90,93500,1 değişen,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Değişmiş,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-polo-1-4-tdi-comfortline/sahibinden-volkswagen-polo-1-4-tdi-comfortline-2014-model/17236904
1457,149000,BATMAN,MERKEZ,17223680,24 Mart 2021,Volkswagen,Golf,1.6 TDi BlueMotion Comfortline,2013,Dizel,Yarı Otomatik,1598,105,83000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-golf-1-6-tdi-bluemotion-comfortline/golf-1-6-gti-keyfe-keder-dusuk-km-blumotion-dizel-otomatik/17223680
1458,149000,ANKARA,ALTINDAĞ,17170681,16 Mart 2021,Volkswagen,Golf,1.6 TDi Trendline,2011,Dizel,Yarı Otomatik,1598,105,139000,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-golf-1-6-tdi-trendline/sahibinden-volkswagen-golf-1-6-tdi-trendline-2011-model/17170681
1459,148750,ANKARA,GÖLBAŞI,17540833,22 Mayıs 2021,Volkswagen,Jetta,1.6 TDi Trendline,2011,Dizel,Düz,1598,105,136000,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-jetta-1-6-tdi-trendline/sahibinden-volkswagen-golf-1-6-tdi-trendline-2011-model/17540833
1460,148750,MERSİN,TARSUS,16340242,28 Mart 2021,Volkswagen,Golf,1.6 TDi BlueMotion Comfortline,2012,Dizel,Düz,1598,105,125000,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-golf-1-6-tdi-bluemotion-comfortline/sahibinden-2012-golf-1-6-tdi-hatasiz-dusuk-km/16340242
1461,148500,İSTANBUL,BAHÇELİEVLER,16312639,19 Mayıs 2021,Volkswagen,Jetta,1.6 TDi Comfortline,2011,Benzin,Yarı Otomatik,1598,105,100000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-jetta-1-6-tdi-comfortline/sahibinden-2013-otomatik-jetta-12-benzinli-100-binde-son-fiyat-aciiiil/16312639
1462,148500,İSTANBUL,ESENLER,17071201,18 Mayıs 2021,Volkswagen,Jetta,1.6 TDi Highline,2014,Dizel,Düz,1598,105,130000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-jetta-1-6-tdi-highline/sahibinden-volkswagen-jetta-1-6-tdi-highline-2014-model-130-bin-km-takas-olur/17071201
1463,148500,MUŞ,MERKEZ,17508379,16 Mayıs 2021,Volkswagen,Polo,1.6 TDi Comfortline,2013,Dizel,Yarı Otomatik,1598,90,132811,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-polo-1-6-tdi-comfortline/sahibinden-volkswagen-polo-1-6-tdi-comfortline-2013-model/17508379
1464,148500,MERSİN,YENİŞEHİR,17339031,11 Nisan 2021,Volkswagen,Jetta,1.6 TDi Comfortline,2012,Dizel,Düz,1598,105,209000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-jetta-1-6-tdi-comfortline/sahibinden-volkswagen-jetta-1-6-tdi-comfortline-2012-model/17339031
1465,148500,İSTANBUL,ARNAVUTKÖY,17257689,29 Mart 2021,Volkswagen,Jetta,1.6 TDi Comfortline,2011,Dizel,Yarı Otomatik,1598,105,115000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-jetta-1-6-tdi-comfortline/sahibinden-volkswagen-jetta-1-6-tdi-comfortline-2011-model/17257689
1466,148150,MANİSA,DEMİRCİ,17464978,03 Mayıs 2021,Volkswagen,Polo,1.6 TDi Comfortline,2012,Dizel,Yarı Otomatik,1598,90,89060,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-polo-1-6-tdi-comfortline/muhasebeci-den-otomatik-1-6-tdi-2012-model-polo/17464978
1467,148000,İSTANBUL,BAHÇELİEVLER,17588966,29 Mayıs 2021,Volkswagen,Polo,1.4 TDi Comfortline,2014,Dizel,Düz,1422,90,112000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-polo-1-4-tdi-comfortline/sahibinden-volkswagen-polo-1-4-tdi-comfortline-2014-model/17588966
1468,148000,ANKARA,YENİMAHALLE,17541483,22 Mayıs 2021,Volkswagen,Polo,1.4 TDi Comfortline,2014,Dizel,Düz,1422,90,72900,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-polo-1-4-tdi-comfortline/sahibinden-volkswagen-polo-1-4-tdi-comfortline-2014-model/17541483
1469,148000,İSTANBUL,BEŞİKTAŞ,17503130,14 Mayıs 2021,Volkswagen,Polo,1.2 TSi Lounge,2015,Benzin,Düz,1197,90,54000,2 değişen,Sahibinden,Orijinal,Değişmiş,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Değişmiş,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-polo-1-2-tsi-lounge/54-000-km-40-yil-ozel-polo-lounge/17503130
1470,148000,ADANA,SARIÇAM,17457977,02 Mayıs 2021,Volkswagen,Passat,1.6 Trendline,2010,Benzin,Düz,1595,102,212000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-trendline/sahibinden-volkswagen-passat-1-6-trendline-2010-model/17457977
1471,148000,ANKARA,SİNCAN,17430158,26 Nisan 2021,Volkswagen,Polo,1.4 Comfortline,2012,Benzin,Yarı Otomatik,1390,85,53000,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-polo-1-4-comfortline/sahibinden-volkswagen-polo-1-4-comfortline-2012-model/17430158
1472,148000,İSTANBUL,ATAŞEHİR,17420205,24 Nisan 2021,Volkswagen,Passat,1.6 Trendline,2009,Benzin,Düz,1595,102,98000,Tamamı orjinal,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-trendline/ilk-sahibinden-orijinal-98-binde-passat-garaj-arabasidir/17420205
1473,148000,MANİSA,TURGUTLU,17400200,21 Nisan 2021,Volkswagen,Jetta,1.2 TSi Comfortline,2012,Benzin,Düz,1197,105,163000,Belirtilmemiş,Sahibinden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-jetta-1-2-tsi-comfortline/sahibinden-volkswagen-jetta-1-2-tsi-comfortline-2012-model/17400200
1474,148000,KARABÜK,SAFRANBOLU,16358921,13 Nisan 2021,Volkswagen,Polo,1.2 TSi Comfortline,2014,Benzin,Yarı Otomatik,1197,90,104000,Belirtilmemiş,Sahibinden,Orijinal,Orijinal,Orijinal,Orijinal,Lokal Boyanmış,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-polo-1-2-tsi-comfortline/sahibinden-volkswagen-polo-1-2-tsi-comfortline-2014-model/16358921
